URL,Category,Region,Desktop Exit Button?,Mobile Exit button?,Keyboard shortcut type,Shortcut keys,Mobile shortcut?,explainer text?,Safe browsing url,Comments
https://blackpeopletalk.co.uk/,BAME(R),UK,,,,,,,,
https://www.taraki.co.uk/,BAME(R),UK,,,,,,,,
https://www.blackmindsmatteruk.com/,BAME(R),UK,,,,,,,,
https://sharingvoices.net/,BAME(R),UK,,,,,,,,
https://www.equalityadvisoryservice.com/,BAME(R),UK,,,,,,,,
https://www.baatn.org.uk/,BAME(R),UK,,,,,,,,
https://www.oceancheshireltd.com/,BAME(R),UK,,,,,,,,
https://www.nafsiyat.org.uk/,BAME(R),UK,,,,,,,,
https://www.wellbeingconnectservices.org/,BAME(R),UK,,,,,,,,
https://enfieldsaheli.org/,BAME(R),UK,,,,,,,,
http://www.farsophone.org.uk/,BAME(R),UK,,,,,,,,
https://www.eyst.org.uk/,BAME(R),UK,,,,,,,,
https://www.bamementalhealth.org/,BAME(R),UK,,,,,,,,
https://www.communityroots.org.uk/,BAME(R),UK,,,,,,,,
https://bmecp.org.uk/,BAME(R),UK,,,,,,,,
https://nestac.org.uk/,BAME(R),UK,,,,,,,,
https://ciac.co.uk/,BAME(R),UK,,,,,,,,
https://ikwro.org.uk/,BAME(R),UK,Write+new tab,,,,,On-page text,,
https://lawrs.org.uk/,BAME(R),UK,Write+new tab,,,,,,https://lawrs.org.uk/browse-safely/,
https://jamiuk.org/,BAME(R),UK,,,,,,,,
https://lawadv.org.uk/,BAME(R),UK,Redirect,Redirect,,,,,https://lawadv.org.uk/en/browse-safely/,
https://www.lbwp.co.uk/,BAME(R),UK,Redirect,Redirect,,,,,,
https://www.mwnhelpline.co.uk/,BAME(R),UK,Redirect,Redirect,,,,,https://www.mwnhelpline.co.uk/issuesstep2.php?id=31,
https://www.nour-dv.org.uk/,BAME(R),UK,,,,,,,,
http://www.oceansomali.org.uk/,BAME(R),UK,,,,,,,,
https://www.forwarduk.org.uk/,BAME(R),UK,Redirect,Redirect,,,,,,
https://www.asianwomencentre.org.uk/,BAME(R),UK,Redirect,,,,,,,
https://www.interethnicforum.org.uk/,BAME(R),Ireland,,,,,,,,
https://counsellingallnations.org/,BAME(R),Ireland,,,,,,,,
https://www.irishrefugeecouncil.ie/,BAME(R),Ireland,,,,,,,,
https://www.immigrantcouncil.ie/,BAME(R),Ireland,,,,,,,,
https://nascireland.org/,BAME(R),Ireland,,,,,,,,
https://doras.org/,BAME(R),Ireland,,,,,,,,
https://shaktiinternational.org/,BAME(R),New Zealand,,,,,,,,
https://alacinc.org.nz/,BAME(R),New Zealand,,,,,,,,
https://www.asianfamilyservices.nz/,BAME(R),New Zealand,,,,,,,,
https://www.newkiwis.co.nz/,BAME(R),New Zealand,,,,,,,,
https://www.belong.org.nz/,BAME(R),New Zealand,,,,,,,,
https://www.cab.org.nz/,BAME(R),New Zealand,,,,,,,,
https://www.hrc.co.nz/,BAME(R),New Zealand,,,,,,,,
https://ilsnz.org/,BAME(R),New Zealand,,,,,,,,
https://www.migrantactiontrust.org/,BAME(R),New Zealand,,,,,,,,
https://www.redcross.org.nz/,BAME(R),New Zealand,,,,,,,,
https://www.ethniccommunities.govt.nz/,BAME(R),New Zealand,,,,,,,,
http://www.mixit.co.nz/,BAME(R),New Zealand,,,,,,,,
https://newcomers.co.nz/,BAME(R),New Zealand,,,,,,,,
https://shama.org.nz/,BAME(R),New Zealand,,,,,,,,
https://www.englishlanguage.org.nz/,BAME(R),New Zealand,,,,,,,,
http://shantiniwas.org.nz/,BAME(R),New Zealand,,,,,,,,
https://www.ccet.org.nz/home/,BAME(R),New Zealand,,,,,,,,
https://harboursport.co.nz/communitysport/asian-community-sport/,BAME(R),New Zealand,,,,,,,,
,BAME(R),,,,,,,,,
,BAME(R),,,,,,,,,
https://www.alcoholics-anonymous.org.uk/,Sobreity,UK,,,,,,,,
https://www.aa.org/,Sobreity,USA,,,,,,,,
https://www.smartrecovery.org/,Sobreity,USA,,,,,,,,
https://loosidapp.com/,Sobreity,USA,,,,,,,,
https://lifering.org/,Sobreity,USA,,,,,,,,
https://joinclubsoda.com/,Sobreity,USA,,,,,,,,
https://womenforsobriety.org/,Sobreity,USA,,,,,,,,
https://jointempest.com/,Sobreity,USA,,,,,,,,
https://americanaddictioncenters.org/,Sobreity,USA,,,,,,,,
https://online.ukna.org/,Sobreity,UK,,,,,,,,
https://smartrecovery.org.uk/,Sobreity,UK,,,,,,,,
https://www.soberrecovery.com/,Sobreity,UK,,,,,,,,
https://www.meetoo.help/,Sobreity,UK,,,,,,,,
https://www.al-anonuk.org.uk/,Sobreity,UK,,,,,,,,
https://www.drugfam.co.uk/,Sobreity,UK,,,,,,,,
https://postscript360.org.uk/,Sobreity,UK,,,,,,,,
https://nacoa.org.uk/,Sobreity,UK,,,,,,,,
https://www.wearewithyou.org.uk/,Sobreity,UK,,,,,,,,
https://www.drugsand.me/,Sobreity,UK,,,,,,,,
https://adfam.org.uk/,Sobreity,UK,,,,,,,,
https://alcoholchange.org.uk/,Sobreity,UK,,,,,,,,
https://livingsober.org.nz/,Sobreity,New Zealand,,,,,,,,
https://besober.co.uk/,Sobreity,UK,,,,,,,,
https://www.addictioncenter.com/,Sobreity,USA,,,,,,,,
https://www.sossobriety.org/,Sobreity,USA,,,,,,,,
https://www.theluckiestclub.com/,Sobreity,USA,,,,,,,,
https://moderation.org/,Sobreity,USA,,,,,,,,
https://www.drinkaware.co.uk/,Sobreity,UK,,,,,,,,
https://www.talktofrank.com/,Sobreity,UK,,,,,,,,
https://www.sfad.org.uk/,Sobreity,UK,Redirect,,,,,,,
https://dan247.org.uk/,Sobreity,UK,Redirect,,,,,,,
https://www.refugerecovery.org/,Sobreity,USA,,,,,,,,
http://www.soberbrowngirls.com/,Sobreity,USA,,,,,,,,
https://gal-aa.org/,Sobreity,USA,,,,,,,,
https://www.gayandsober.org/,Sobreity,USA,,,,,,,,
https://sherecovers.org/,Sobreity,USA,,,,,,,,
https://www.sobermomsquad.com/,Sobreity,USA,,,,,,,,
https://www.intherooms.com/,Sobreity,USA,,,,,,,,
https://kinderstrongerbetter.org/,Sobreity,USA,,,,,,,,
https://www.bac-in.org/,Sobreity,UK,,,,,,,,
https://www.nomorepretending.co.uk/,Sobreity,UK,,,,,,,,
http://www.beatingaddictions.co.uk/,Sobreity,UK,,,,,,,,
https://www.drugwise.org.uk/,Sobreity,UK,,,,,,,,
https://www.clubdrugclinic.cnwl.nhs.uk/,Sobreity,UK,,,,,,,,
https://www.cocaineanonymous.org.uk/,Sobreity,UK,,,,,,,,
http://www.marijuana-anonymous.org.uk/,Sobreity,UK,,,,,,,,
https://ukna.org/,Sobreity,UK,,,,,,,,
https://www.slaauk.org/,Sobreity,UK,,,,,,,,
https://www.turning-point.co.uk/,Sobreity,UK,,,,,,,,
https://www.beadproject.org.uk/,Sobreity,UK,,,,,,,,
http://famanon.org.uk/,Sobreity,UK,,,,,,,,
https://www.actiononaddiction.org.uk/,Sobreity,UK,,,,,,,,
https://www.help4addiction.co.uk/,Sobreity,UK,,,,,,,,
https://www.lifeworkscommunity.com/,Sobreity,UK,,,,,,,,
https://www.recovery.org.uk/,Sobreity,UK,,,,,,,,
https://kikitproject.org/,Sobreity,UK,,,,,,,,
https://www.nilaari.co.uk/,Sobreity,UK,,,,,,,,
https://www.addictionsnortheast.com/,Sobreity,UK,,,,,,,,
https://drinkaware.ie/,Sobreity,Ireland,,,,,,,,
http://lifering.ie/,Sobreity,Ireland,,,,,,,,
https://smartrecovery.ie/,Sobreity,Ireland,,,,,,,,
https://www.alcoholicsanonymous.ie/,Sobreity,Ireland,,,,,,,,
http://www.al-anon-ireland.org/,Sobreity,Ireland,,,,,,,,
https://alcoholforum.org/,Sobreity,Ireland,,,,,,,,
https://www.coolmine.ie/,Sobreity,Ireland,,,,,,,,
https://www.finglascabraldtf.ie/,Sobreity,Ireland,,,,,,,,
https://www.hopehandson.com/index.html,Sobreity,Ireland,,,,,,,,
https://sharingpoint.ie/,Sobreity,Ireland,,,,,,,,
https://ndublinrdtf.ie/,Sobreity,Ireland,,,,,,,,
http://thedalescentre.ie/,Sobreity,Ireland,,,,,,,,
http://www.cads.org.nz/,Sobreity,New Zealand,,,,,,,,
https://www.nznep.org.nz/,Sobreity,New Zealand,,,,,,,,
https://www.addictiveeatersanonymous.org/,Sobreity,New Zealand,,,,,,,,
https://al-anon.org.nz/,Sobreity,New Zealand,,,,,,,,
https://alcoholdrughelp.org.nz/,Sobreity,New Zealand,,,,,,,,
https://aa.org.nz/,Sobreity,New Zealand,Write+new tab,,,,,,,
https://bravehearts.nz/,Sobreity,New Zealand,,,,,,,,
https://fds.org.nz/,Sobreity,New Zealand,,,,,,,,
https://higherground.org.nz/,Sobreity,New Zealand,,,,,,,,
http://www.mahitahi.co.nz/,Sobreity,New Zealand,,,,,,,,
https://nzna.org/,Sobreity,New Zealand,,,,,,,,
https://www.odyssey.org.nz/,Sobreity,New Zealand,,,,,,,,
https://www.aucklandoa.com/,Sobreity,New Zealand,,,,,,,,
http://www.aucklandslaa.org.nz/,Sobreity,New Zealand,,,,,,,,
https://thelevel.org.nz/,Sobreity,New Zealand,,,,,,,,
https://www.theretreatnz.org.nz/,Sobreity,New Zealand,,,,,,,,
https://www.alcohol.org.nz,Sobreity,New Zealand,,,,,,,,
https://alcoholdrughelp.org.nz,Sobreity,New Zealand,,,,,,,,
https://drughelp.org.nz/,Sobreity,New Zealand,,,,,,,,
https://www.drugfoundation.org.nz,Sobreity,New Zealand,,,,,,,,
https://smokefree.gov/,Smoking,USA,,,,,,,,
https://ash.org.uk/,Smoking,UK,,,,,,,,
https://www.thestopsmokingservice.co.uk/,Smoking,UK,,,,,,,,
https://onesmallstep.org.uk/,Smoking,UK,,,,,,,,
https://www.stopsmokingni.info/,Smoking,UK,,,,,,,,
https://quit.org.nz/,Smoking,New Zealand,,,,,,,,
https://tokirau.co.nz/,Smoking,New Zealand,,,,,,,,
https://readysteadyquit.org.nz/,Smoking,New Zealand,,,,,,,,
https://www.stopsmokingwestcoast.org.nz/,Smoking,New Zealand,,,,,,,,
https://www.tehawaitaha.nz/,Smoking,New Zealand,,,,,,,,
,Smoking,,,,,,,,,
,Smoking,,,,,,,,,
,Smoking,,,,,,,,,
,Smoking,,,,,,,,,
,Smoking,,,,,,,,,
,Smoking,,,,,,,,,
,Smoking,,,,,,,,,
,Smoking,,,,,,,,,
,Smoking,,,,,,,,,
,Smoking,,,,,,,,,
,Smoking,,,,,,,,,
,Smoking,,,,,,,,,
,Smoking,,,,,,,,,
,Smoking,,,,,,,,,
,Smoking,,,,,,,,,
https://aquarius.org.uk/,Gambling,UK,,,,,,,,
https://bigdeal.org.uk/,Gambling,UK,,,,,,,,
https://www.gamblingtherapy.org/,Gambling,UK,,,,,,,,
http://gamanon.org.uk/,Gambling,UK,,,,,,,,
https://gordonmoody.org.uk/,Gambling,UK,,,,,,,,
https://www.begambleaware.org/,Gambling,UK,,,,,,,,
https://www.gamblersanonymous.ie/,Gambling,Ireland,,,,,,,,
https://gascotland.org/,Gambling,UK,,,,,,,,
https://www.gamblersanonymous.org.uk/,Gambling,UK,,,,,,,,
https://www.gamcare.org.uk/,Gambling,UK,,,,,,,,
https://www.problemgambling.ie/,Gambling,Ireland,,,,,,,,
https://gamblingcare.ie/,Gambling,Ireland,,,,,,,,
https://www.rutlandcentre.ie/,Gambling,Ireland,,,,,,,,
https://gamblinghelpline.co.nz/,Gambling,New Zealand,,,,,,,,
https://www.mapumaia.nz/,Gambling,New Zealand,,,,,,,,
https://www.pgf.nz/,Gambling,New Zealand,,,,,,,,
https://gamblinghb.co.nz/,Gambling,New Zealand,,,,,,,,
https://oasis.salvationarmy.org.nz/,Gambling,New Zealand,,,,,,,,
,Gambling,,,,,,,,,
,Gambling,,,,,,,,,
,Gambling,,,,,,,,,
,Gambling,,,,,,,,,
,Gambling,,,,,,,,,
,Gambling,,,,,,,,,
,Gambling,,,,,,,,,
,Gambling,,,,,,,,,
,Gambling,,,,,,,,,
,Gambling,,,,,,,,,
,Gambling,,,,,,,,,
,Gambling,,,,,,,,,
,Gambling,,,,,,,,,
,Gambling,,,,,,,,,
,Gambling,,,,,,,,,
https://www.icash.nhs.uk/,Sexual health,UK,Redirect,,,,,,,
https://i-base.info/,Sexual health,UK,,,,,,,,
https://www.tht.org.uk/,Sexual health,UK,,,,,,,,
https://www.yoursexualhealthmatters.org.uk/,Sexual health,UK,,,,,,,,
https://www.bashh.org/,Sexual health,UK,,,,,,,,
https://www.unitysexualhealth.co.uk/,Sexual health,UK,Redirect,Redirect,,,,,https://www.unitysexualhealth.co.uk/hide-your-tracks/,
https://www.safesexberkshire.nhs.uk/,Sexual health,UK,Redirect,Redirect,,,,,,
https://www.fpa.org.uk/,Sexual health,UK,,,,,,,,
https://www.alleast.nhs.uk/,Sexual health,UK,,,,,,,,
https://www.brook.org.uk/,Sexual health,UK,,,,,,,,
https://www.contraceptionchoices.org/,Sexual health,UK,Unique,,,,,,,Covers up page with fake version of google. can be closed again by clicking page.
https://www.sexwise.org.uk/,Sexual health,UK,,,,,,,,
https://sexualhealthdorset.org/,Sexual health,UK,,,,,,,,
https://www.better2know.co.uk/,Sexual health,UK,,,,,,,,
https://www.sexualwellbeing.ie/,Sexual health,Ireland,,,,,,,,
https://www.ashs.org.nz/,Sexual health,New Zealand,,,,,,,,
https://rpe.co.nz/,Sexual health,New Zealand,,,,,,,,
https://www.rainn.org/,Sexual health,USA,,,,,,,,
https://www.wellwomenandfamily.co.nz/,Sexual health,New Zealand,,,,,,,,
https://www.nzshs.org/,Sexual health,New Zealand,,,,,,,,
https://tewhariki.org.nz/,Sexual health,New Zealand,,,,,,,,
https://fgm.co.nz/,Sexual health,New Zealand,,,,,,,,
https://positivewomen.org.nz/,Sexual health,New Zealand,,,,,,,,
https://www.bodypositive.org.nz/,Sexual health,New Zealand,,,,,,,,
https://www.sexualhealth.co.nz/,Sexual health,New Zealand,,,,,,,,
https://www.justthefacts.co.nz/,Sexual health,New Zealand,,,,,,,,
https://www.herpes.org.nz/,Sexual health,New Zealand,,,,,,,,
https://www.hpv.org.nz/,Sexual health,New Zealand,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
https://midwestaccesscoalition.org/,Family Planning,USA,window.location writer,window.location writer,,,,,https://midwestaccesscoalition.org/posts/2019-02-09-quick-exit-button-safe-browsing,CODE FROM THAT ONE CITATION; Code actually includes new tab as well as overwriting current tab but order of execution means new tab does not open.
https://www.family-action.org.uk/,Family Planning,UK,,,,,,,,
https://www.familylives.org.uk/,Family Planning,UK,,,,,,,,
https://frg.org.uk/,Family Planning,UK,Redirect,Redirect,,,,,,
https://fnf.org.uk/,Family Planning,UK,Redirect,,,,,,,
https://fostertalk.org/,Family Planning,UK,,,,,,,,
https://jsense.org.uk/,Family Planning,UK,,,,,,,,
https://www.sands.org.uk/,Family Planning,UK,Redirect+new tab,Redirect+new tab,,,,,,
https://lifecharity.org.uk/,Family Planning,UK,,,,,,,,
https://maternityaction.org.uk/,Family Planning,UK,,,,,,,,
https://www.pregnancysicknesssupport.org.uk/,Family Planning,UK,,,,,,,,
https://twinstrust.org/,Family Planning,UK,,,,,,,,
https://www.acacia.org.uk/,Family Planning,UK,,,,,,,,
https://www.bpas.org/,Family Planning,UK,,,,,,,,
https://www.asn.org.uk/,Family Planning,UK,,,,,,,,
https://www.archtrust.org.uk/,Family Planning,UK,,,,,,,,
https://www.msichoices.org.uk/,Family Planning,UK,Unique,Unique,,,,,,Same as refuge tech safety page: redirect loop + new tab
https://www.nupas.co.uk/,Family Planning,UK,,,,,,,,
https://www.plannedparenthood.org/,Family Planning,USA,,,,,,,,
https://care.org.uk/,Family Planning,UK,,,,,,,,
https://www.choicesislington.org/,Family Planning,UK,,,,,,,,
https://www.pregnancybirthbaby.org.au/,Family Planning,Australia,,,,,,,,
https://whfs.org.uk/,Family Planning,UK,,,,,,,,
https://www.ifpa.ie/,Family Planning,Ireland,,,,,,,,
https://www.familyplanning.org.nz/,Family Planning,New Zealand,,,,,,,,
https://www.birthcentre.co.nz/,Family Planning,New Zealand,,,,,,,,
https://www.immerse.org.nz/,Family Planning,New Zealand,,,,,,,,
https://www.sands.org.nz/,Family Planning,New Zealand,,,,,,,,
https://decide.org.nz/,Family Planning,New Zealand,,,,,,,,
https://abortion.org.nz/,Family Planning,New Zealand,,,,,,,https://abortion.org.nz/hide,
http://alranz.org/,Family Planning,New Zealand,,,,,,,,
,Family Planning,,,,,,,,,
,Family Planning,,,,,,,,,
,Family Planning,,,,,,,,,
,Family Planning,,,,,,,,,
,Family Planning,,,,,,,,,
,Family Planning,,,,,,,,,
,Family Planning,,,,,,,,,
,Family Planning,,,,,,,,,
,Family Planning,,,,,,,,,
,Family Planning,,,,,,,,,
,Family Planning,,,,,,,,,
,Family Planning,,,,,,,,,
,Family Planning,,,,,,,,,
https://parents.actionforchildren.org.uk/,Parenting,UK,,,,,,,,
https://www.cry-sis.org.uk/,Parenting,UK,,,,,,,,
https://www.gingerbread.org.uk/,Parenting,UK,,,,,,,,
https://www.kidscape.org.uk/,Parenting,UK,,,,,,,,
https://opfs.org.uk/,Parenting,UK,,,,,,,,
https://www.parentingni.org/,Parenting,UK,,,,,,,,
https://www.lullabytrust.org.uk/,Parenting,UK,,,,,,,,
https://www.lifestartfoundation.org/,Parenting,Ireland,,,,,,,,
https://onefamily.ie/,Parenting,Ireland,,,,,,,,
https://www.pact.ie/,Parenting,Ireland,,,,,,,,
https://www.parentline.ie/,Parenting,Ireland,,,,,,,,
https://parentsfirst.ie/,Parenting,Ireland,,,,,,,,
https://www.parentsplus.ie/,Parenting,Ireland,,,,,,,,
https://www.preparingforlife.ie/,Parenting,Ireland,,,,,,,,
http://www.solo.ie/,Parenting,Ireland,,,,,,,,
https://www.treoir.ie/,Parenting,Ireland,,,,,,,,
http://www.whanaumarama-parenting.co.nz/,Parenting,New Zealand,,,,,,,,
https://atwc.org.nz/,Parenting,New Zealand,,,,,,,,
https://www.caringfamilies.org.nz/,Parenting,New Zealand,,,,,,,,
https://www.familyworksnorthern.org.nz/,Parenting,New Zealand,,,,,,,,
https://www.parentaidnorthwest.org.nz/,Parenting,New Zealand,,,,,,,,
https://parentaidwaitakere.co.nz/,Parenting,New Zealand,,,,,,,,
https://www.parenthelp.org.nz/,Parenting,New Zealand,,,,,,,,
https://www.parentportnorth.org.nz/,Parenting,New Zealand,,,,,,,,
https://parentscentre.org.nz/,Parenting,New Zealand,,,,,,,,
https://www.plunket.org.nz/,Parenting,New Zealand,,,,,,,,
https://www.stepsforward.co.nz/,Parenting,New Zealand,,,,,,,,
https://www.strengtheningfamilies.govt.nz/,Parenting,New Zealand,,,,,,,,
https://parentingplace.nz/,Parenting,New Zealand,,,,,,,,
https://www.toughlove.org.nz,Parenting,New Zealand,,,,,,,,
https://www.triplep-parenting.net.nz,Parenting,New Zealand,,,,,,,,
https://www.adapt.net.nz/,Parenting,New Zealand,,,,,,,,
https://www.anzascs.org.nz/,Parenting,New Zealand,,,,,,,,
,Parenting,New Zealand,,,,,,,,
,Parenting,New Zealand,,,,,,,,
,Parenting,New Zealand,,,,,,,,
https://www.childline.org.uk/,Children,UK,Redirect,Redirect,,,,,https://www.childline.org.uk/info-advice/bullying-abuse-safety/online-mobile-safety/cover-tracks/,
https://coramvoice.org.uk/,Children,UK,Redirect,Redirect,,,,,,
https://napac.org.uk/,Children,UK,,,,,,,,
https://www.nspcc.org.uk/,Children,UK,,,,,,,,
https://www.nyas.net/,Children,UK,,,,,,,,
https://www.meiccymru.org/,Children,UK,Redirect,Redirect,,,,,,
https://wearestrongercharity.org/,Children,UK,,,,,,,,
https://young.scot/,Children,UK,,,,,,,,
https://www.orangatamariki.govt.nz/,Children,New Zealand,,,,,,,,
https://www.youthline.co.nz/,Children,New Zealand,,,,,,,,
https://barnardos.org.nz/,Children,New Zealand,,,,,,,,
https://kidslink.co.nz/,Children,New Zealand,,,,,,,,
https://www.standforchildren.org.nz/,Children,New Zealand,,,,,,,,
https://dayspring.org.nz,Children,New Zealand,,,,,,,,
https://www.bigbuddy.org.nz/,Children,New Zealand,,,,,,,,
https://www.canteen.org.nz/,Children,New Zealand,,,,,,,,
https://www.waitematadhb.govt.nz/,Children,New Zealand,,,,,,,,
https://www.cyctrust.org.nz/,Children,New Zealand,,,,,,,,
https://empowermenttrust.nz/,Children,New Zealand,,,,,,,,
https://www.essentiallymen.net/,Children,New Zealand,,,,,,,,
https://dinglefoundation.org.nz/,Children,New Zealand,,,,,,,,
https://www.iamhope.org.nz/,Children,New Zealand,,,,,,,,
https://www.mixit.co.nz/,Children,New Zealand,,,,,,,,
https://www.sparx.org.nz/home,Children,New Zealand,,,,,,,,
http://www.nzcyt.org.nz/,Children,New Zealand,,,,,,,,
https://www.greenroom.org.nz/,Children,New Zealand,,,,,,,,
https://www.thelowdown.co.nz/,Children,New Zealand,,,,,,,,
https://www.youngnz.online/,Children,New Zealand,,,,,,,,
https://www.adoptionuk.org/,Adoption,UK,,,,,,,,
https://adoptionfirststeps.org.nz/,Adoption,New Zealand,,,,,,,,
https://www.cfo.org.nz/,Adoption,New Zealand,,,,,,,,
https://www.icanz.gen.nz/,Adoption,New Zealand,,,,,,,,
https://jigsaw.org.au/,Adoption,Australia,,,,,,,,
https://adoptionaction.co.nz/,Adoption,New Zealand,,,,,,,,
https://adoptionnz.com/,Adoption,New Zealand,,,,,,,,
http://www.adoptionoption.org.nz/,Adoption,New Zealand,,,,,,,,
,Adoption,,,,,,,,,
,Adoption,,,,,,,,,
,Adoption,,,,,,,,,
,Adoption,,,,,,,,,
,Adoption,,,,,,,,,
,Adoption,,,,,,,,,
,Adoption,,,,,,,,,
,Adoption,,,,,,,,,
,Adoption,,,,,,,,,
,Adoption,,,,,,,,,
,Adoption,,,,,,,,,
,Adoption,,,,,,,,,
,Adoption,,,,,,,,,
https://centrepoint.org.uk/,Homelessness,UK,,,,,,,,
https://www.housingrights.org.uk/,Homelessness,UK,,,,,,,,
https://www.crisis.org.uk/,Homelessness,UK,,,,,,,,
https://www.homeless.org.uk/,Homelessness,UK,,,,,,,,
https://wintercomfort.org.uk/,Homelessness,UK,,,,,,,,
https://www.bigissue.com/,Homelessness,UK,,,,,,,,
https://streetsupport.net/,Homelessness,UK,,,,,,,,
https://www.jimmyscambridge.org.uk/,Homelessness,UK,,,,,,,,
https://www.nhas.org.uk/,Homelessness,UK,,,,,,,,
https://www.frontlinefife.co.uk/,Homelessness,UK,,,,,,,,
https://www.thepavement.org.uk/,Homelessness,UK,,,,,,,,
https://www.streetlink.org.uk/,Homelessness,UK,,,,,,,,
https://sheltercymru.org.uk/,Homelessness,UK,,,,,,,,
https://england.shelter.org.uk/,Homelessness,UK,,,,,,,,
https://www.simon.ie/,Homelessness,Ireland,,,,,,,,
https://www.focusireland.ie/,Homelessness,Ireland,,,,,,,,
https://crosscare.ie/,Homelessness,Ireland,,,,,,,,
https://pmvtrust.ie/,Homelessness,Ireland,,,,,,,,
https://www.novas.ie/,Homelessness,Ireland,,,,,,,,
https://cuanmhuire.ie/,Homelessness,Ireland,,,,,,,,
https://www.mrci.ie/,Homelessness,Ireland,,,,,,,,
https://ie.depaulcharity.org/,Homelessness,Ireland,,,,,,,,
https://simoncommunity.org/,Homelessness,Ireland,,,,,,,,
https://homelessnessinireland.ie/,Homelessness,Ireland,,,,,,,,
https://www.dubsimon.ie/,Homelessness,Ireland,,,,,,,,
https://dha.ie/,Homelessness,Ireland,,,,,,,,
https://www.depaulhouse.org.nz/,Homelessness,New Zealand,,,,,,,,
https://www.thepeoplesproject.org.nz/,Homelessness,New Zealand,,,,,,,,
https://www.workandincome.govt.nz/,Homelessness,New Zealand,,,,,,,,
https://www.aucklandcitymission.org.nz/,Homelessness,New Zealand,,,,,,,,
https://www.housingfirst.co.nz/,Homelessness,New Zealand,,,,,,,,
https://www.dcm.org.nz/,Homelessness,New Zealand,,,,,,,,
https://orangesky.org.nz/,Homelessness,New Zealand,,,,,,,,
https://soupkitchen.org.nz/,Homelessness,New Zealand,,,,,,,,
https://www.linkpeople.co.nz/,Homelessness,New Zealand,,,,,,,,
https://visionwest.org.nz/,Homelessness,New Zealand,,,,,,,,
https://www.whwt.kiwi/,Homelessness,New Zealand,,,,,,,,
https://rrtglobal.org/nz/,Homelessness,New Zealand,,,,,,,,
https://kaingaora.govt.nz/,Homelessness,New Zealand,,,,,,,,
https://www.achpn.net.nz/,Homelessness,New Zealand,,,,,,,,
https://kahuitukaha.co.nz/,Homelessness,New Zealand,,,,,,,,
https://www.housingconnections.nz/,Homelessness,New Zealand,,,,,,,,
https://dwell.org.nz/,Homelessness,New Zealand,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
https://www.samaritans.org/,Mental Health,UK,,,,,,,,
https://www.sane.org.uk/,Mental Health,UK,,,,,,,,
https://www.spbristol.org/,Mental Health,UK,,,,,,,,
https://www.thecalmzone.net/,Mental Health,UK,,,,,,,,
https://www.themix.org.uk/,Mental Health,UK,,,,,,,,
https://www.papyrus-uk.org/,Mental Health,UK,,,,,,,,
https://nightline.ac.uk/,Mental Health,UK,,,,,,,,
https://www.callhelpline.org.uk/,Mental Health,UK,,,,,,,,
https://www.youngminds.org.uk/,Mental Health,UK,,,,,,,,
https://www.rethink.org/,Mental Health,UK,,,,,,,,
https://sidebyside.mind.org.uk/,Mental Health,UK,,,,,,,,
https://giveusashout.org/,Mental Health,UK,,,,,,,,
https://thespark.org.uk/,Mental Health,UK,,,,,,,,
https://www.inspirewellbeing.org/,Mental Health,UK,,,,,,,,
https://lifecraft.org.uk/our-services/lifeline/,Mental Health,UK,,,,,,,,
https://www.mind.org.uk/,Mental Health,UK,,,,,,,,All mind regional support has near identical sites though none have exit buttons
https://www.lifeline.org.nz/,Mental Health,New Zealand,,,,,,,,
https://nightline.org.uk/,Mental Health,UK,,,,,,,,
https://www.educationsupport.org.uk/,Mental Health,UK,,,,,,,,
https://www.helpmusicians.org.uk/,Mental Health,UK,,,,,,,,
https://bodypositivedorset.org/,Mental Health,UK,,,,,,,,
https://www.mnwb.org/,Mental Health,UK,,,,,,,,
https://humankindcharity.org.uk/,Mental Health,UK,,,,,,,,
https://centre33.org.uk/,Mental Health,UK,,,,,,,,
https://www.selfhelp.org.uk/,Mental Health,UK,,,,,,,,
https://www.helpguide.org/,Mental Health,USA,,,,,,,,
https://www.calm.com/,Mental Health,USA,,,,,,,,
https://www.headspace.com/,Mental Health,USA,,,,,,,,
https://support.therapytribe.com/,Mental Health,USA,,,,,,,,
https://www.thewhatcentre.co.uk/,Mental Health,UK,,,,,,,,
https://www.betterhelp.com/,Mental Health,USA,,,,,,,,
https://www.talk-ed.org.uk/,Mental Health,UK,,,,,,,,
https://www.beateatingdisorders.org.uk/,Mental Health,UK,,,,,,,,
https://www.pieta.ie/,Mental Health,Ireland,,,,,,,,
https://jigsaw.ie/,Mental Health,Ireland,,,,,,,,
https://livinglifecounselling.com/,Mental Health,Ireland,,,,,,,,
https://suicideorsurvive.ie/,Mental Health,Ireland,,,,,,,,
https://www.clanwilliam.ie/,Mental Health,Ireland,,,,,,,,
https://helplink.ie/,Mental Health,Ireland,,,,,,,,
https://translateireland.ie/,Mental Health,Ireland,,,,,,,,
https://grow.ie/,Mental Health,Ireland,,,,,,,,
https://connectcounselling.ie/,Mental Health,Ireland,,,,,,,,
https://text50808.ie/,Mental Health,Ireland,,,,,,,,
https://www.aware.ie/,Mental Health,Ireland,,,,,,,,
